,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
12079,Timothe Luwawu-Cabarrot,ATL,27.0,200.66,97.52228000000001,None,France,2016,1,24,52,4.4,1.6,0.8,-3.5,0.024,0.094,0.135,0.556,0.08,2021-22
12080,Tobias Harris,PHI,29.0,200.66,102.511792,Tennessee,USA,2011,1,19,73,17.2,6.8,3.5,3.2,0.032,0.16399999999999998,0.214,0.5660000000000001,0.158,2021-22
12081,Tomas Satoransky,WAS,30.0,200.66,95.25432,None,Czech Republic,2012,2,32,55,3.6,2.3,3.3,-8.0,0.028999999999999998,0.11,0.124,0.461,0.285,2021-22
12082,Tony Bradley,CHI,24.0,208.28,112.490816,North Carolina,USA,2017,1,28,55,3.0,3.4,0.5,5.2,0.12300000000000001,0.196,0.128,0.6,0.065,2021-22
12083,Tony Snell,NOP,30.0,198.12,96.615096,New Mexico,USA,2013,1,20,53,3.5,1.9,0.5,-7.8,0.018000000000000002,0.107,0.099,0.541,0.047,2021-22
12084,Torrey Craig,PHX,31.0,200.66,100.243832,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,78,6.6,4.0,1.2,-5.0,0.05,0.13699999999999998,0.139,0.556,0.08199999999999999,2021-22
12085,Trae Young,ATL,23.0,185.42,74.389088,Oklahoma,USA,2018,1,5,76,28.4,3.7,9.7,2.3,0.019,0.087,0.33299999999999996,0.603,0.442,2021-22
12086,Trayvon Palmer,DET,27.0,198.12,90.7184,Chicago St.,USA,Undrafted,Undrafted,Undrafted,1,0.0,2.0,0.0,-33.0,0.0,0.133,0.053,0.0,0.0,2021-22
12087,Tre Jones,SAS,22.0,185.42,83.91452,Duke,USA,2020,2,41,69,6.0,2.2,3.4,-0.5,0.024,0.10300000000000001,0.151,0.545,0.28,2021-22
12088,Tre Mann,OKC,21.0,190.5,80.73937600000001,Florida,USA,2021,1,18,60,10.4,2.9,1.5,-10.3,0.017,0.10099999999999999,0.213,0.501,0.10800000000000001,2021-22
12089,Tremont Waters,WAS,24.0,177.8,79.3786,LSU,USA,2019,2,51,3,3.3,1.3,2.3,-17.1,0.0,0.077,0.15,0.35700000000000004,0.179,2021-22
12090,Trendon Watford,POR,21.0,203.2,107.501304,Louisiana State,USA,Undrafted,Undrafted,Undrafted,48,7.6,4.1,1.7,-17.9,0.06,0.163,0.16899999999999998,0.59,0.152,2021-22
12091,Trent Forrest,UTA,24.0,193.04,95.25432,Florida State,USA,Undrafted,Undrafted,Undrafted,60,3.3,1.7,1.8,4.5,0.031,0.09300000000000001,0.124,0.5539999999999999,0.188,2021-22
12092,Trevelin Queen,HOU,25.0,198.12,86.18248,New Mexico State,USA,Undrafted,Undrafted,Undrafted,10,4.3,1.6,0.4,5.6,0.091,0.134,0.21899999999999997,0.619,0.07400000000000001,2021-22
12093,Trevon Scott,CLE,25.0,203.2,102.0582,Cincinnati,USA,Undrafted,Undrafted,Undrafted,2,3.0,1.0,0.0,19.4,0.071,0.083,0.207,0.5,0.0,2021-22
12094,Tim Hardaway Jr.,DAL,30.0,195.58,92.98635999999999,Michigan,USA,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,2021-22
12095,Trevor Ariza,LAL,37.0,203.2,97.52228000000001,UCLA,USA,2004,2,43,24,4.0,3.4,1.1,-5.3,0.02,0.151,0.11,0.449,0.079,2021-22
12096,Tim Frazier,CLE,31.0,182.88,77.11064,Penn State,USA,Undrafted,Undrafted,Undrafted,12,3.3,1.6,2.8,-17.5,0.024,0.066,0.13699999999999998,0.39799999999999996,0.254,2021-22
12097,Theo Pinson,DAL,26.0,195.58,96.16150400000001,North Carolina,USA,Undrafted,Undrafted,Undrafted,19,2.5,1.1,0.9,-12.4,0.012,0.124,0.138,0.5529999999999999,0.18100000000000002,2021-22
12098,Steven Adams,MEM,28.0,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,76,6.9,10.0,3.4,8.3,0.159,0.198,0.11800000000000001,0.56,0.155,2021-22
12099,Svi Mykhailiuk,TOR,25.0,200.66,92.98635999999999,Kansas,Ukraine,2018,2,47,56,4.6,1.6,0.8,-5.9,0.024,0.10099999999999999,0.161,0.509,0.094,2021-22
12100,T.J. McConnell,IND,30.0,185.42,86.18248,Arizona,USA,2015,0,Undrafted,27,8.5,3.3,4.9,-5.5,0.028999999999999998,0.11,0.157,0.525,0.287,2021-22
12101,Tacko Fall,CLE,26.0,228.6,141.067112,UCF,Senegal,Undrafted,Undrafted,Undrafted,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.39799999999999996,0.048,2021-22
12102,Taj Gibson,NYK,37.0,205.74,105.23334399999999,Southern California,USA,2009,1,26,52,4.4,4.4,0.6,3.3,0.08800000000000001,0.139,0.099,0.606,0.05,2021-22
12103,Talen Horton-Tucker,LAL,21.0,193.04,106.140528,Iowa State,USA,2019,2,46,60,10.0,3.2,2.7,-2.2,0.024,0.1,0.18899999999999997,0.503,0.153,2021-22
12104,Taurean Prince,MIN,28.0,198.12,98.88305600000001,Baylor,USA,2016,1,12,69,7.3,2.5,1.0,0.7,0.021,0.12,0.166,0.589,0.08,2021-22
12105,Terance Mann,LAC,25.0,195.58,97.52228000000001,Florida State,USA,2019,2,48,81,10.8,5.2,2.6,1.5,0.044000000000000004,0.127,0.157,0.5720000000000001,0.131,2021-22
12106,Terence Davis,SAC,25.0,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.5429999999999999,0.107,2021-22
12107,Terrence Ross,ORL,31.0,198.12,93.439952,Washington,USA,2012,1,8,63,10.0,2.6,1.8,-11.9,0.013000000000000001,0.094,0.196,0.515,0.127,2021-22
12108,Terry Rozier,CHA,28.0,185.42,86.18248,Louisville,USA,2015,1,16,73,19.3,4.3,4.5,1.4,0.021,0.10099999999999999,0.22699999999999998,0.5660000000000001,0.19699999999999998,2021-22
12109,Terry Taylor,IND,22.0,195.58,104.32616,Austin Peay,USA,Undrafted,Undrafted,Undrafted,33,9.6,5.2,1.2,-6.9,0.129,0.11699999999999999,0.151,0.6559999999999999,0.081,2021-22
12110,Thaddeus Young,TOR,34.0,203.2,106.59411999999999,Georgia Tech,USA,2007,1,12,52,6.2,4.0,2.0,-0.2,0.08800000000000001,0.152,0.16899999999999998,0.5479999999999999,0.177,2021-22
12111,Thanasis Antetokounmpo,MIL,29.0,198.12,99.336648,None,Greece,2014,2,51,48,3.6,2.1,0.5,-10.1,0.083,0.129,0.155,0.5770000000000001,0.071,2021-22
12112,Theo Maledon,OKC,21.0,193.04,79.3786,None,France,2020,2,34,51,7.1,2.6,2.2,-10.5,0.02,0.11800000000000001,0.201,0.5,0.188,2021-22
12113,Thomas Bryant,WAS,24.0,208.28,112.490816,Indiana,USA,2017,2,42,27,7.4,4.0,0.9,-9.1,0.06,0.187,0.188,0.607,0.083,2021-22
12114,Zavier Simpson,OKC,25.0,182.88,86.18248,Michigan,USA,Undrafted,Undrafted,Undrafted,4,11.0,5.3,7.5,-26.5,0.01,0.114,0.158,0.406,0.25,2021-22
12115,Trey Burke,DAL,29.0,182.88,83.91452,Michigan,USA,2013,1,9,42,5.1,0.8,1.4,-0.5,0.009000000000000001,0.064,0.25,0.475,0.21899999999999997,2021-22
12116,Trey Murphy III,NOP,22.0,203.2,93.439952,Virginia,USA,2021,1,17,62,5.4,2.4,0.6,0.3,0.049,0.122,0.147,0.5579999999999999,0.065,2021-22
12117,Wayne Ellington,LAL,34.0,193.04,93.89354399999999,North Carolina,USA,2009,1,28,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055,2021-22
12118,Wayne Selden,NYK,27.0,193.04,105.23334399999999,Kansas,USA,2016,Undrafted,Undrafted,3,1.7,0.3,0.3,-34.5,0.0,0.053,0.136,0.434,0.091,2021-22
12119,Wendell Carter Jr.,ORL,23.0,208.28,122.46983999999999,Duke,USA,2018,1,7,62,15.0,10.5,2.8,-3.7,0.07400000000000001,0.26,0.20600000000000002,0.601,0.15,2021-22
12120,Wenyen Gabriel,LAL,25.0,205.74,92.98635999999999,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,26,5.4,3.7,0.5,6.7,0.105,0.151,0.165,0.5489999999999999,0.053,2021-22
12121,Wes Iwundu,ATL,27.0,198.12,88.45044,Kansas State,USA,2017,2,33,3,7.3,4.3,0.0,-1.4,0.036000000000000004,0.14300000000000002,0.111,0.557,0.0,2021-22
12122,Wesley Matthews,MIL,35.0,193.04,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,49,5.1,1.9,0.7,6.7,0.028999999999999998,0.055999999999999994,0.10400000000000001,0.536,0.047,2021-22
12123,Will Barton,DEN,31.0,195.58,82.10015200000001,Memphis,USA,2012,2,40,71,14.7,4.8,3.9,2.0,0.02,0.128,0.205,0.5479999999999999,0.171,2021-22
12124,Willie Cauley-Stein,PHI,28.0,213.36,108.86208,Kentucky,USA,2015,1,6,20,1.7,2.0,0.5,7.2,0.064,0.14400000000000002,0.099,0.474,0.07400000000000001,2021-22
12125,Willy Hernangomez,NOP,28.0,210.82,113.398,None,Spain,2015,2,35,50,9.1,6.8,1.3,-1.6,0.153,0.24,0.21100000000000002,0.5820000000000001,0.113,2021-22
12126,Xavier Moon,LAC,27.0,187.96,74.84268,Morehead State,USA,Undrafted,Undrafted,Undrafted,10,5.8,1.4,2.4,1.4,0.013999999999999999,0.07200000000000001,0.177,0.545,0.245,2021-22
12127,Xavier Sneed,UTA,24.0,195.58,97.52228000000001,Kansas State,USA,Undrafted,Undrafted,Undrafted,9,0.6,0.7,0.1,-3.8,0.040999999999999995,0.111,0.109,0.25,0.036000000000000004,2021-22
12128,Xavier Tillman Sr.,MEM,23.0,203.2,111.13004,Michigan State,USA,2020,2,35,53,4.8,3.0,1.2,-1.4,0.084,0.138,0.16399999999999998,0.51,0.127,2021-22
12129,Yuta Watanabe,TOR,27.0,205.74,97.52228000000001,George Washington,Japan,Undrafted,Undrafted,Undrafted,38,4.3,2.4,0.6,-3.9,0.035,0.158,0.161,0.524,0.067,2021-22
12130,Yves Pons,MEM,23.0,195.58,93.439952,Tennessee,France,Undrafted,Undrafted,Undrafted,12,1.1,1.0,0.1,-21.3,0.055,0.08199999999999999,0.096,0.385,0.024,2021-22
12131,Zach Collins,SAS,24.0,210.82,113.398,Gonzaga,USA,2017,1,10,28,7.8,5.5,2.2,3.1,0.085,0.19699999999999998,0.184,0.594,0.17,2021-22
12132,Vlatko Cancar,DEN,25.0,203.2,107.047712,None,Slovenia,2017,2,49,15,4.1,2.1,1.1,0.8,0.040999999999999995,0.133,0.131,0.657,0.139,2021-22
12133,Trey Lyles,SAC,26.0,205.74,106.140528,Kentucky,Canada,2015,1,12,75,10.5,5.1,1.2,-7.2,0.055999999999999994,0.18899999999999997,0.205,0.588,0.09,2021-22
12134,Vit Krejci,OKC,22.0,203.2,88.45044,None,Czech Republic,2020,2,37,30,6.2,3.4,1.9,-12.8,0.024,0.121,0.125,0.529,0.11699999999999999,2021-22
12135,Vernon Carey Jr.,WAS,21.0,205.74,122.46983999999999,Duke,USA,2020,2,32,7,2.9,1.7,0.0,-47.6,0.145,0.09300000000000001,0.179,0.534,0.0,2021-22
12136,Tristan Thompson,CHI,31.0,205.74,115.212368,Texas-Austin,Canada,2011,1,4,57,6.0,5.1,0.6,-3.6,0.125,0.196,0.168,0.541,0.054000000000000006,2021-22
12137,Troy Brown Jr.,CHI,22.0,198.12,97.52228000000001,Oregon,USA,2018,1,15,66,4.3,3.1,1.0,-2.3,0.038,0.154,0.11800000000000001,0.525,0.08199999999999999,2021-22
12138,Ty Jerome,OKC,24.0,195.58,88.45044,Virginia,USA,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.07200000000000001,0.205,0.488,0.22899999999999998,2021-22
12139,Tyler Cook,CHI,24.0,203.2,115.66596000000001,Iowa,USA,Undrafted,Undrafted,Undrafted,20,3.4,2.7,0.2,-7.5,0.08,0.2,0.127,0.643,0.021,2021-22
12140,Tyler Hall,NYK,25.0,195.58,94.800728,Montana State,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,2021-22
12141,Tyler Herro,MIA,22.0,195.58,88.45044,Kentucky,USA,2019,1,13,66,20.7,5.0,4.0,5.3,0.015,0.133,0.278,0.561,0.205,2021-22
12142,Tyler Johnson,SAS,30.0,190.5,84.368112,Fresno State,USA,Undrafted,Undrafted,Undrafted,6,2.8,2.0,1.2,-1.9,0.028999999999999998,0.1,0.1,0.425,0.1,2021-22
12143,Tyrell Terry,MEM,21.0,187.96,72.57472,Stanford,USA,2020,2,31,2,1.0,0.0,0.0,-6.9,0.0,0.0,0.111,1.0,0.0,2021-22
12144,Tyrese Haliburton,IND,22.0,195.58,83.91452,Iowa State,USA,2020,1,12,77,15.3,4.0,8.2,-6.0,0.022000000000000002,0.09300000000000001,0.184,0.595,0.335,2021-22
12145,Tyrese Maxey,PHI,21.0,187.96,90.7184,Kentucky,USA,2020,1,21,75,17.5,3.2,4.3,3.6,0.01,0.08,0.19899999999999998,0.594,0.191,2021-22
12146,Tyrone Wallace,NOP,28.0,195.58,89.811216,California,USA,2016,2,60,6,2.8,1.3,0.2,-9.9,0.0,0.133,0.13,0.38299999999999995,0.017,2021-22
12147,Tyus Jones,MEM,26.0,182.88,88.904032,Duke,USA,2015,1,24,73,8.7,2.4,4.4,7.6,0.01,0.09699999999999999,0.16399999999999998,0.544,0.285,2021-22
12148,Udoka Azubuike,UTA,22.0,213.36,122.46983999999999,Kansas,Nigeria,2020,1,27,17,4.7,4.2,0.0,2.0,0.09300000000000001,0.233,0.14300000000000002,0.743,0.0,2021-22
12149,Udonis Haslem,MIA,42.0,203.2,106.59411999999999,Florida,USA,Undrafted,Undrafted,Undrafted,13,2.5,1.9,0.3,-9.5,0.043,0.239,0.183,0.495,0.077,2021-22
12150,Usman Garuba,HOU,20.0,203.2,103.872568,None,Spain,2021,1,23,24,2.0,3.5,0.7,7.0,0.083,0.263,0.091,0.51,0.084,2021-22
12151,Victor Oladipo,MIA,30.0,193.04,96.615096,Indiana,USA,2013,1,2,8,12.4,2.9,3.5,-1.4,0.017,0.11,0.247,0.608,0.27699999999999997,2021-22
12152,Jordan Bell,CHI,27.0,200.66,97.975872,Oregon,USA,2017,2,38,1,0.0,1.0,0.0,25.0,0.5,0.0,0.0,0.0,0.0,2021-22
12153,Olivier Sarr,OKC,23.0,213.36,108.86208,Kentucky,France,Undrafted,Undrafted,Undrafted,22,7.0,4.2,0.9,-2.0,0.078,0.133,0.136,0.672,0.066,2021-22
12154,OG Anunoby,TOR,24.0,200.66,105.23334399999999,Indiana,United Kingdom,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.11599999999999999,0.204,0.5489999999999999,0.10800000000000001,2021-22
12155,Killian Hayes,DET,20.0,195.58,88.45044,None,France,2020,1,7,66,6.9,3.2,4.2,-10.3,0.02,0.10800000000000001,0.154,0.461,0.243,2021-22
12156,Khris Middleton,MIL,30.0,200.66,100.697424,Texas A&M,USA,2012,2,39,66,20.1,5.4,5.4,5.4,0.019,0.136,0.255,0.5770000000000001,0.24600000000000002,2021-22
12157,Khem Birch,TOR,29.0,205.74,105.68693600000002,UNLV,Canada,Undrafted,Undrafted,Undrafted,55,4.5,4.3,1.0,-0.1,0.11199999999999999,0.128,0.10800000000000001,0.534,0.07400000000000001,2021-22
12158,Kevon Looney,GSW,26.0,205.74,100.697424,UCLA,USA,2015,1,30,82,6.0,7.3,2.0,6.0,0.12,0.21,0.12,0.586,0.127,2021-22
12159,Kevin Porter Jr.,HOU,22.0,193.04,92.079176,Southern California,USA,2019,1,30,61,15.6,4.4,6.2,-6.7,0.022000000000000002,0.111,0.239,0.531,0.302,2021-22
12160,Kevin Pangos,CLE,29.0,185.42,81.19296800000001,Gonzaga,Canada,Undrafted,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.012,0.057,0.14300000000000002,0.408,0.24600000000000002,2021-22
12161,Kevin Love,CLE,33.0,203.2,113.851592,UCLA,USA,2008,1,5,74,13.6,7.2,2.2,1.5,0.051,0.258,0.239,0.594,0.153,2021-22
12162,Kevin Knox II,ATL,22.0,200.66,97.52228000000001,Kentucky,USA,2018,1,9,30,3.1,1.5,0.3,-15.1,0.055,0.127,0.187,0.491,0.077,2021-22
12163,Kevin Huerter,ATL,23.0,200.66,89.811216,Maryland,USA,2018,1,19,74,12.1,3.4,2.7,3.8,0.013999999999999999,0.098,0.16899999999999998,0.57,0.125,2021-22
12164,Kevin Durant,BKN,33.0,208.28,108.86208,Texas-Austin,USA,2007,1,2,55,29.9,7.4,6.4,6.5,0.015,0.166,0.31,0.634,0.27399999999999997,2021-22
12165,Kessler Edwards,BKN,21.0,200.66,92.079176,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22
12166,Keon Johnson,POR,20.0,193.04,83.91452,Tennessee,USA,2021,1,21,37,7.2,2.2,2.1,-19.0,0.031,0.083,0.207,0.45299999999999996,0.174,2021-22
12167,Kenyon Martin Jr.,HOU,21.0,195.58,97.52228000000001,None,USA,2020,2,52,79,8.8,3.8,1.3,-6.9,0.047,0.131,0.158,0.603,0.091,2021-22
12168,Kentavious Caldwell-Pope,WAS,29.0,195.58,92.532768,Georgia,USA,2013,1,8,77,13.2,3.4,1.9,-4.7,0.018000000000000002,0.09300000000000001,0.185,0.568,0.09,2021-22
12169,Kent Bazemore,LAL,32.0,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,39,3.4,1.8,0.9,-8.9,0.022000000000000002,0.09699999999999999,0.128,0.451,0.085,2021-22
12170,Killian Tillie,MEM,24.0,205.74,99.79024,Gonzaga,France,Undrafted,Undrafted,Undrafted,36,3.3,1.7,0.6,3.4,0.04,0.085,0.128,0.452,0.061,2021-22
12171,Kenrich Williams,OKC,27.0,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,49,7.4,4.5,2.2,1.7,0.062,0.12300000000000001,0.153,0.532,0.159,2021-22
12172,Kira Lewis Jr.,NOP,21.0,185.42,77.11064,Alabama,USA,2020,1,13,24,5.9,1.6,2.0,-14.1,0.023,0.083,0.209,0.466,0.239,2021-22
12173,Kristaps Porzingis,WAS,26.0,220.98,108.86208,None,Latvia,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.28600000000000003,0.5770000000000001,0.133,2021-22
12174,Leandro Bolmaro,MIN,21.0,198.12,90.7184,None,Argentina,2020,1,23,35,1.4,1.2,0.6,0.2,0.062,0.107,0.122,0.419,0.11800000000000001,2021-22
12175,LeBron James,LAL,37.0,205.74,113.398,None,USA,2003,1,1,56,30.3,8.2,6.2,-2.5,0.031,0.185,0.317,0.619,0.297,2021-22
12176,Lauri Markkanen,CLE,25.0,210.82,108.86208,Arizona,Finland,2017,1,7,61,14.8,5.7,1.3,3.9,0.033,0.147,0.192,0.5820000000000001,0.062,2021-22
12177,Larry Nance Jr.,NOP,29.0,200.66,111.13004,Wyoming,USA,2015,1,27,46,7.0,5.4,1.8,-1.9,0.069,0.17300000000000001,0.128,0.59,0.115,2021-22
12178,Langston Galloway,MIL,30.0,185.42,90.7184,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,7,2.0,2.6,1.7,-6.6,0.023,0.106,0.11800000000000001,0.26899999999999996,0.156,2021-22
12179,Landry Shamet,PHX,25.0,193.04,86.18248,Wichita State,USA,2018,1,26,69,8.3,1.8,1.6,4.9,0.01,0.07200000000000001,0.16,0.55,0.10400000000000001,2021-22
12180,Lance Stephenson,IND,31.0,195.58,95.25432,Cincinnati,USA,2010,2,40,46,8.3,2.8,3.6,-7.0,0.013999999999999999,0.149,0.21899999999999997,0.536,0.298,2021-22
12181,Lamar Stevens,CLE,24.0,198.12,104.32616,Penn State,USA,Undrafted,Undrafted,Undrafted,63,6.1,2.6,0.7,-1.3,0.048,0.11199999999999999,0.16899999999999998,0.544,0.066,2021-22
12182,LaMelo Ball,CHA,20.0,200.66,81.64656,None,USA,2020,1,3,75,20.1,6.7,7.6,1.5,0.042,0.157,0.271,0.5539999999999999,0.341,2021-22
12183,LaMarcus Aldridge,BKN,36.0,210.82,113.398,Texas-Austin,USA,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.21899999999999997,0.604,0.062,2021-22
12184,Kyrie Irving,BKN,30.0,187.96,88.45044,Duke,Australia,2011,1,1,29,27.4,4.4,5.8,5.2,0.015,0.096,0.28300000000000003,0.5920000000000001,0.235,2021-22
12185,Kyle Lowry,MIA,36.0,182.88,88.904032,Villanova,USA,2006,1,24,63,13.4,4.5,7.5,5.9,0.016,0.11599999999999999,0.17800000000000002,0.6,0.321,2021-22
12186,Kyle Kuzma,WAS,26.0,205.74,100.243832,Utah,USA,2017,1,27,66,17.1,8.5,3.5,-6.1,0.032,0.213,0.23800000000000002,0.547,0.16399999999999998,2021-22
12187,Kyle Guy,MIA,24.0,185.42,75.749864,Virginia,USA,2019,2,55,19,3.9,0.9,0.9,-13.6,0.02,0.069,0.182,0.526,0.149,2021-22
12188,Kyle Anderson,MEM,28.0,205.74,104.32616,UCLA,USA,2014,1,30,69,7.6,5.3,2.7,2.0,0.040999999999999995,0.196,0.156,0.506,0.162,2021-22
12189,Kris Dunn,POR,28.0,190.5,92.98635999999999,Providence,USA,2016,1,5,14,7.6,3.5,5.6,-12.0,0.027000000000000003,0.12,0.17600000000000002,0.48200000000000004,0.33899999999999997,2021-22
12190,Lindell Wigginton,MIL,24.0,185.42,85.728888,Iowa State,Canada,2019,Undrafted,Undrafted,19,4.2,1.3,1.2,-11.8,0.015,0.106,0.183,0.524,0.16699999999999998,2021-22
12191,Kemba Walker,NYK,32.0,182.88,83.46092800000001,Connecticut,USA,2011,1,9,37,11.6,3.0,3.5,-9.1,0.013999999999999999,0.099,0.20199999999999999,0.537,0.22,2021-22
12192,Kelly Olynyk,DET,31.0,210.82,108.86208,Gonzaga,Canada,2013,1,13,40,9.1,4.4,2.8,-4.9,0.067,0.17,0.207,0.561,0.214,2021-22
12193,Jrue Holiday,MIL,32.0,190.5,92.98635999999999,UCLA,USA,2009,1,17,67,18.3,4.5,6.8,8.5,0.031,0.1,0.231,0.593,0.297,2021-22
12194,Joshua Primo,SAS,19.0,193.04,85.728888,Alabama,Canada,2021,1,12,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.48700000000000004,0.111,2021-22
12195,Josh Richardson,SAS,28.0,195.58,90.7184,Tennessee,USA,2015,2,40,65,10.2,2.8,1.8,4.5,0.026000000000000002,0.087,0.171,0.573,0.105,2021-22
12196,Josh Okogie,MIN,23.0,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066,2021-22
12197,Josh Jackson,SAC,25.0,203.2,93.89354399999999,Kansas,USA,2017,1,4,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22
12198,Josh Hart,POR,27.0,195.58,97.52228000000001,Villanova,USA,2017,1,30,54,14.9,7.2,4.1,-4.9,0.033,0.183,0.184,0.61,0.19,2021-22
12199,Josh Green,DAL,21.0,195.58,90.7184,Arizona,Australia,2020,1,18,67,4.8,2.4,1.2,3.7,0.049,0.105,0.13,0.578,0.11,2021-22
12200,Josh Giddey,OKC,19.0,203.2,92.98635999999999,None,Australia,2021,1,6,54,12.5,7.8,6.4,-8.3,0.052000000000000005,0.175,0.218,0.478,0.325,2021-22
12201,Josh Christopher,HOU,20.0,190.5,97.52228000000001,Arizona State,USA,2021,1,24,74,7.9,2.5,2.0,-9.2,0.037000000000000005,0.10300000000000001,0.205,0.534,0.17,2021-22
12202,Jose Alvarado,NOP,24.0,182.88,81.19296800000001,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,54,6.1,1.9,2.8,7.3,0.028999999999999998,0.094,0.174,0.52,0.261,2021-22
12203,Jordan Schakel,WAS,24.0,198.12,90.7184,San Diego State,USA,Undrafted,Undrafted,Undrafted,4,1.3,2.0,0.0,7.9,0.063,0.188,0.191,0.21,0.0,2021-22
12204,Jordan Poole,GSW,23.0,193.04,87.996848,Michigan,USA,2019,1,28,76,18.5,3.4,4.0,6.6,0.015,0.094,0.252,0.598,0.207,2021-22
12205,Jordan Nwora,MIL,23.0,203.2,102.0582,Louisville,USA,2020,2,45,62,7.9,3.6,1.0,-3.0,0.03,0.147,0.187,0.506,0.071,2021-22
12206,Jordan McLaughlin,MIN,26.0,180.34,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,62,3.8,1.5,2.9,2.4,0.023,0.075,0.115,0.535,0.258,2021-22
12207,Jordan Goodwin,WAS,23.0,190.5,90.7184,St. Louis,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.0,-110.0,0.0,0.2,0.25,0.0,0.0,2021-22
12208,Juan Toscano-Anderson,GSW,29.0,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,73,4.1,2.4,1.7,2.9,0.03,0.14300000000000002,0.14400000000000002,0.561,0.18,2021-22
12209,Kelly Oubre Jr.,CHA,26.0,198.12,92.079176,Kansas,USA,2015,1,15,76,15.0,4.0,1.1,-0.2,0.036000000000000004,0.106,0.223,0.56,0.063,2021-22
12210,Juancho Hernangomez,UTA,26.0,205.74,97.068688,None,Spain,2016,1,15,40,3.3,2.5,0.5,0.5,0.063,0.155,0.133,0.542,0.064,2021-22
12211,Justin Anderson,IND,28.0,195.58,104.779752,Virginia,USA,2015,1,21,16,6.4,2.9,2.1,-0.1,0.013000000000000001,0.142,0.149,0.493,0.135,2021-22
12212,Keljin Blevins,POR,26.0,193.04,90.7184,Montana State,USA,2019,Undrafted,Undrafted,31,3.1,1.5,0.6,-27.7,0.042,0.09,0.161,0.41,0.083,2021-22
12213,Keldon Johnson,SAS,22.0,198.12,99.79024,Kentucky,USA,2019,1,29,75,17.0,6.1,2.1,2.1,0.031,0.14800000000000002,0.21,0.574,0.091,2021-22
12214,Kelan Martin,BOS,26.0,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,30,5.7,1.8,0.7,-6.2,0.035,0.086,0.18,0.484,0.07200000000000001,2021-22
12215,Keita Bates-Diop,SAS,26.0,203.2,103.872568,Ohio State,USA,2018,2,48,59,5.7,3.9,0.7,0.8,0.061,0.163,0.14400000000000002,0.578,0.059000000000000004,2021-22
12216,Keifer Sykes,IND,28.0,180.34,75.749864,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,32,5.6,1.4,1.9,-4.5,0.013999999999999999,0.069,0.174,0.456,0.162,2021-22
12217,Karl-Anthony Towns,MIN,26.0,210.82,112.490816,Kentucky,USA,2015,1,1,74,24.6,9.8,3.6,5.3,0.07400000000000001,0.21,0.272,0.64,0.177,2021-22
12218,Kai Jones,CHA,21.0,208.28,100.243832,Texas-Austin,Bahamas,2021,1,19,21,1.0,0.5,0.2,-11.1,0.045,0.114,0.15,0.628,0.10300000000000001,2021-22
12219,KZ Okpala,MIA,23.0,203.2,97.52228000000001,Stanford,USA,2019,2,32,21,3.7,2.0,0.7,2.7,0.044000000000000004,0.11800000000000001,0.141,0.521,0.08199999999999999,2021-22
12220,Juwan Morgan,BOS,25.0,200.66,105.23334399999999,Indiana,USA,Undrafted,Undrafted,Undrafted,2,2.5,2.0,0.5,-26.2,0.061,0.065,0.04,0.833,0.043,2021-22
